Date,mean_TW
11/4/2011,7.845144097
11/5/2011,7.691358333
11/6/2011,7.541147826
11/7/2011,7.373626736
11/8/2011,7.245028125
11/9/2011,7.187242708
11/10/2011,7.212745139
11/11/2011,7.176161458
11/12/2011,7.022132292
11/13/2011,6.84234375
11/14/2011,6.751655556
11/15/2011,6.630348958
11/16/2011,6.421925694
11/17/2011,6.27405
11/18/2011,6.187794097
11/19/2011,6.079067708
11/20/2011,5.887025347
11/21/2011,5.770190278
11/22/2011,5.716097917
11/23/2011,5.660440625
11/24/2011,5.547133681
11/25/2011,5.266237847
11/26/2011,5.1637625
11/27/2011,5.153628125
11/28/2011,5.155094792
11/29/2011,5.000608333
11/30/2011,4.830665972
12/1/2011,4.691318056
12/2/2011,4.587176389
12/3/2011,4.515795139
12/4/2011,4.431163542
12/5/2011,4.343922917
12/6/2011,4.227331597
12/7/2011,4.201830903
12/8/2011,4.133747917
12/9/2011,3.97143125
12/10/2011,3.898994792
12/11/2011,3.697977083
12/12/2011,3.617064931
12/13/2011,3.467495139
12/14/2011,3.382053125
12/15/2011,3.464992014
12/16/2011,3.41789375
12/17/2011,5.120238542
12/18/2011,4.896764931
12/19/2011,4.6
12/20/2011,4.7
12/21/2011,4.6
12/22/2011,4.5
12/23/2011,4.7
12/24/2011,4.5
12/25/2011,4.5
12/26/2011,4.3
12/27/2011,4.4
12/28/2011,4.3
12/29/2011,4.3
12/30/2011,4.3
12/31/2011,4.2
1/1/2012,4
1/2/2012,3.8
1/3/2012,3.8
1/4/2012,3.8
1/5/2012,3.7
1/6/2012,3.8
1/7/2012,3.7
1/8/2012,3.6
1/9/2012,3.6
1/10/2012,3.5
1/11/2012,3.6
1/12/2012,3.7
1/13/2012,3.6
1/14/2012,3.5
1/15/2012,3.4
1/16/2012,3.4
1/17/2012,3.3
1/18/2012,3.4
1/19/2012,3.5
1/20/2012,3.5
1/21/2012,3.4
1/22/2012,3.4
1/23/2012,3.3
1/24/2012,3.2
1/25/2012,3.5
1/26/2012,3.5
1/27/2012,3.3
1/28/2012,3.3
1/29/2012,3.4
1/30/2012,3.5
1/31/2012,3.6
2/1/2012,3.4
2/2/2012,3.5
2/3/2012,3.6
2/4/2012,3.5
2/5/2012,3.6
2/6/2012,3.6
2/7/2012,3.4
2/8/2012,3.5
2/9/2012,3.6
2/10/2012,3.5
2/11/2012,3.4
2/12/2012,3.3
2/13/2012,3.3
2/14/2012,3.5
2/15/2012,3.5
2/16/2012,3.4
2/17/2012,3.3
2/18/2012,3.2
2/19/2012,3.2
2/20/2012,3.4
2/21/2012,3.3
2/22/2012,3.3
2/23/2012,3.26986
2/24/2012,3.226563194
2/25/2012,3.244631944
2/26/2012,3.135685764
2/27/2012,3.086381944
2/28/2012,3.070873958
3/1/2012,2.96623125
3/2/2012,2.843875
3/3/2012,2.934990972
3/4/2012,2.939173264
3/5/2012,3.069659375
3/6/2012,3.045123611
3/7/2012,2.989203472
3/8/2012,2.937403472
3/9/2012,2.973279861
3/10/2012,2.982607639
3/11/2012,3.061040625
3/12/2012,3.060487153
3/13/2012,3.052838889
3/14/2012,3.048173958
3/15/2012,3.090793056
3/16/2012,3.039957639
3/17/2012,2.871022569
3/18/2012,2.954470486
3/19/2012,2.993667361
3/20/2012,3.044685069
3/21/2012,3.086934375
3/22/2012,3.102074653
3/23/2012,3.117947917
3/24/2012,3.166592014
3/25/2012,3.226659375
3/26/2012,3.289962153
3/27/2012,3.342878125
3/28/2012,3.413926736
3/29/2012,3.458668403
3/30/2012,3.459842708
3/31/2012,3.403352083
4/1/2012,3.438969444
4/2/2012,3.529744792
4/3/2012,3.573648958
4/4/2012,3.595204514
4/5/2012,3.650870486
4/6/2012,3.697304167
4/7/2012,3.747141319
4/8/2012,3.827947917
4/9/2012,3.976270486
4/10/2012,4.115513542
4/11/2012,4.217974306
4/12/2012,4.373455208
4/13/2012,4.637327778
4/14/2012,4.749818403
4/15/2012,4.846769444
4/16/2012,5.001249306
4/17/2012,4.984467708
4/18/2012,4.933817708
4/19/2012,5.078368403
4/20/2012,5.324023958
4/21/2012,5.419201736
4/22/2012,5.571072222
4/23/2012,5.852825
4/24/2012,6.3274125
4/25/2012,5.975717014
4/26/2012,5.414594444
4/27/2012,5.503035069
4/28/2012,5.248067708
4/29/2012,5.291277431
4/30/2012,5.4863
5/1/2012,6.017928472
5/2/2012,5.514673958
5/3/2012,5.534120833
5/4/2012,5.841367708
5/5/2012,6.395482292
5/6/2012,6.183208333
5/7/2012,6.324549306
5/8/2012,6.632658333
5/9/2012,6.5151375
5/10/2012,6.488970486
5/11/2012,6.630425
5/12/2012,6.948244097
5/13/2012,7.314954167
5/14/2012,7.643784722
5/15/2012,8.074012153
5/16/2012,8.390298958
5/17/2012,8.065049306
5/18/2012,8.207618403
5/19/2012,8.437719444
5/20/2012,8.592621181
5/21/2012,8.5534875
5/22/2012,8.465055903
5/23/2012,8.033892361
5/24/2012,8.500739583
5/25/2012,8.363731944
5/26/2012,8.299319097
5/27/2012,8.493909722
5/28/2012,8.758778125
5/29/2012,9.119726389
5/30/2012,9.439497222
5/31/2012,9.241257292
6/1/2012,9.087327083
6/2/2012,9.135950694
6/3/2012,9.022598611
6/4/2012,8.427187847
6/5/2012,8.468625694
6/6/2012,8.515675694
6/7/2012,8.004608333
6/8/2012,8.062701389
6/9/2012,8.549703819
6/10/2012,8.551810069
6/11/2012,8.954324653
6/12/2012,9.701305903
6/13/2012,9.483106597
6/14/2012,9.250358681
6/15/2012,8.846760417
6/16/2012,8.985912153
6/17/2012,9.156484028
6/18/2012,8.738460417
6/19/2012,9.042524306
6/20/2012,9.385689236
6/21/2012,9.936393403
6/22/2012,10.49283889
6/23/2012,10.35779861
6/24/2012,9.896431597
6/25/2012,10.41387847
6/26/2012,10.69352604
6/27/2012,10.73571736
6/28/2012,11.3849809
6/29/2012,11.85871181
6/30/2012,12.26066354
7/1/2012,12.1473309
7/2/2012,12.07451146
7/3/2012,11.6593566
7/4/2012,10.68348194
7/5/2012,11.02602431
7/6/2012,11.56301319
7/7/2012,12.30272847
7/8/2012,13.08012188
7/9/2012,13.90653403
7/10/2012,14.22021076
7/11/2012,14.77264236
7/12/2012,15.52826146
7/13/2012,16.01693368
7/14/2012,16.44379444
7/15/2012,16.78617569
7/16/2012,16.86311632
7/17/2012,17.25737951
7/18/2012,17.21718125
7/19/2012,17.27057188
7/20/2012,17.73197882
7/21/2012,17.4267059
7/22/2012,17.35552639
7/23/2012,16.44777049
7/24/2012,16.01789757
7/25/2012,16.23785
7/26/2012,16.45347535
7/27/2012,17.34054444
7/28/2012,16.86530799
7/29/2012,17.19893611
7/30/2012,17.6686184
7/31/2012,17.74015382
8/1/2012,17.77967917
8/2/2012,18.10296806
8/3/2012,18.46355521
8/4/2012,18.9699316
8/5/2012,19.5932684
8/6/2012,20.05413542
8/7/2012,20.25177014
8/8/2012,19.93890833
8/9/2012,19.97577604
8/10/2012,19.95343681
8/11/2012,20.0276691
8/12/2012,20.39086354
8/13/2012,20.60626875
8/14/2012,20.62211493
8/15/2012,20.82944097
8/16/2012,20.79715833
8/17/2012,20.79873785
8/18/2012,20.93914722
8/19/2012,20.61697882
8/20/2012,20.53052465
8/21/2012,20.54940451
8/22/2012,20.2672941
8/23/2012,20.08678958
8/24/2012,19.78067951
8/25/2012,19.5511941
8/26/2012,19.39320313
8/27/2012,19.17338854
8/28/2012,19.09827917
8/29/2012,18.84458229
8/30/2012,18.77119132
8/31/2012,18.66454028
9/1/2012,18.52295382
9/2/2012,18.57324444
9/3/2012,18.42056319
9/4/2012,18.38231424
9/5/2012,18.44593403
9/6/2012,18.46172222
9/7/2012,18.42976389
9/8/2012,18.41068125
9/9/2012,18.22385313
9/10/2012,17.93721806
9/11/2012,17.72140799
9/12/2012,17.31608021
9/13/2012,17.17189931
9/14/2012,17.05302292
9/15/2012,16.96751597
9/16/2012,16.98172257
9/17/2012,17.07907361
9/18/2012,17.07750556
9/19/2012,17.02100104
9/20/2012,17.04630174
9/21/2012,17.08051701
9/22/2012,16.82039688
9/23/2012,16.74601701
9/24/2012,16.65132153
9/25/2012,16.65028021
9/26/2012,16.54982882
9/27/2012,16.4700809
9/28/2012,16.37874063
9/29/2012,16.43644514
9/30/2012,16.18238715
10/1/2012,16.03828333
10/2/2012,15.94807569
10/3/2012,15.48597951
10/4/2012,14.99100799
10/5/2012,14.65678229
10/6/2012,14.41430556
10/7/2012,14.32622014
10/8/2012,14.25511944
10/9/2012,14.16611771
10/10/2012,14.01864444
10/11/2012,13.89764722
10/12/2012,13.79814167
10/13/2012,13.67854688
10/14/2012,13.53233333
10/15/2012,13.07452604
10/16/2012,12.6632934
10/17/2012,12.17172014
10/18/2012,11.80159792
10/19/2012,11.55668819
10/20/2012,11.28627639
10/21/2012,10.66191667
10/22/2012,10.24511354
10/23/2012,10.00108229
10/24/2012,9.842790625
10/25/2012,9.697754861
10/26/2012,9.581609028
10/27/2012,9.433976389
10/28/2012,9.407917708
10/29/2012,9.388089583
10/30/2012,9.357735417
10/31/2012,9.190771528
11/1/2012,8.859175694
11/2/2012,8.762052778
11/3/2012,8.659448264
11/4/2012,8.581230797
11/5/2012,8.417671875
11/6/2012,8.500587153
11/7/2012,8.397825694
11/8/2012,8.218028125
11/9/2012,7.995101042
11/10/2012,7.84360625
11/11/2012,7.651429861
11/12/2012,7.472504514
11/13/2012,7.401395833
11/14/2012,7.397671181
11/15/2012,7.334955556
11/16/2012,7.217709722
11/17/2012,7.142192361
11/18/2012,6.924954514
11/19/2012,6.711628472
11/20/2012,6.699269444
11/21/2012,6.495807639
11/22/2012,6.31013125
11/23/2012,6.236319097
11/24/2012,6.222137153
11/25/2012,6.145838194
11/26/2012,6.005449653
11/27/2012,5.902741667
11/28/2012,5.832170833
11/29/2012,5.845288889
11/30/2012,5.875285069
12/1/2012,5.552489583
12/2/2012,5.547372569
12/3/2012,5.556483333
12/4/2012,5.525815625
12/5/2012,5.485888194
12/6/2012,5.448882986
12/7/2012,5.365213889
12/8/2012,5.275886111
12/9/2012,5.207105556
12/10/2012,5.163968056
12/11/2012,5.1417875
12/12/2012,5.098208681
12/13/2012,5.071255903
12/14/2012,5.001901736
12/15/2012,4.942882639
12/16/2012,4.885435069
12/17/2012,4.768112847
12/18/2012,4.693089583
12/19/2012,4.607380556
